text,class
dentro aplicação tramitar falha seguinte apresentando evidencia posto instalação consegue,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
vitria gera verificação parada evidências tarefa oms solicita ba segue,2
click fechados proceder ba inexistente integração encerramento wfm evidência stc,2
multipecas automotivas agricolas pecas aplicada maio l miniciclo comercio v,2
sirznxj carte tv surge total oi conclusão efetuar informando possível,1
inativas estao instancias analisar pacotes ativos contas anexo favor,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
minuto específico diferença horário onde promessa apresenta reparo correto gerado,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
aplicacoes adilson coelho aberto erros visto total rg sisjur rodrigues,1
cms qdez comissionadas linhas marcação segmento varejo evento investigar pagamento,2
atualizr solicitaçao solicitada incorreto n° anatel código operadora gerou tn,1
captura utilizar colaborador sistema informa evidencias consegue porem serviço segue,2
recebedor bhe debito aa vinculado alterar meio instalação critica terminal,2
autoimatico vinculo corrente debito banco fez retirado flag meio ja,2
vitima fraude rjo cancelamento linha precisamos rj tarde boa abrir,1
sge encerrado técnico/tarefa automática bsa travado tramitou ba ref df,1
perda/roubo/furto inferiores descricão desbloqueado inadimplente nobill outubro recebimento geradas setembro,1
terminal,1
crmmonitora_arquivo_associacao_ossiebel orderid=ppm php/ctm_tlmoi_pri_/ppm group=pcrm_sap nodeid=sappxcl application=siebel controlm=ctm_tlmoi_pri gaap sysout http,2
ligações distância bloco longa ex reclama fatura cobrança msisdn existe,1
fátuas suportado contábil necessite encaminhou lilian listadas tamanho movimento diretamente,1
fns sc atualizar parada t tarefa status s,2
orderid=dtj php/ctm_tlmoi_pri_/dtj nodeid=wllgatprdd psbl_rel_estacoes group=psbl_relatorios application=siebel__wll telemar controlm=ctm_tlmoi_pri gaap sysout,2
pendenciado tarefa testar modem gna configurar travado instalar tramitou ba,1
null proceder integração encerramento wfm fechado voz click soc stc,2
evidência fechamento critica soc verificar anexo favor,2
cms_relacionamento bundle_id preenchido campo preeenchido obrigatoriamente vieram citados citado ib,1
seg sex operadora nextel horário s recusada autenticar doadora manualmente,2
fixo/velox/tv fixo/tv resolvo realizarmos total plano ativado ouvidoria oi permitido,2
cc ocorre permissão fortaleza marketing colaboradores perda operadores logo surge,1
faturasna receber/visualizar conseguir att informa oi favor cliente,1
acessos federacao ceara ddi internacional bloqueios roaming cobranças comercio estado,1
karenchristine christine karen inacio cly telefone ouvidoria migrado hotmail alterar,2
cms prepos qjan comissionadas marcação segmento varejo evento investigar pagamento,1
cgc fechamento ra incorreto cod pa ocs encerrada programa pendencia,2
pendente pré-analise garantir modulo finalização apuração permanecem registro via horas,2
sinal ubwoyw suzane tv bloqueio ext nunes pede oi urgência,1
abertura orientado realizou apresentou demais realizar bloqueio informações tt ars,2
verzh apagada continuidade grato dar tramitou apagar tratativa enviar possivel,2
wvqan tv+mb contratar intermediário n contratou clt precisa total novamente,2
verificação/auxilio atribuída vencido agendada indicador hoje mudança evidências dia click,2
assistente texeira magno ga aprovado rocha daniela aplicação consegue acesso,2
clientes massivo vários dificuldade afetados criação portal chamado obs cancelar,1
documento invalido associado ambos integração categoria wfm tratar fechado informado,2
inhr loc mud li res servico local telefone crítica cancelar,2
canceladá completos cadastros ars estao corretos stc consulta falha endereço,2
jcr silveli adsl andrade nrc pereira terminal/contrato vencida z encerrar,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
sc impactando concluido agendamento espelho chamado ba s,1
php/ctm_tlmoi_pri_/nlof orderid=nlof arbrm_c_rel_cont_rf group=pfx_relatorios application=arb_relatorios nodeid=kenpx alerta controlm=ctm_tlmoi_pri gaap sysout,1
wdtvw encontra tv total oi cancelada fixo titular plano ativo,1
abertopara existe sim facilidade cadastrar voz verificação evidências mensagem número,2
sinal retirou xavier siqueira pedro deixando pedido bloqueado verifiquem apenas,2
cancelamento possibilidade fora solicitado prazo contatos entrou devido informando erro,2
fagundes backoffice cc elainefagundes wenderson satos jandira atendimento número goncalves,1
código débito automático tarso intenret digitado mozilla queixa navegadores confira,1
pgj-ma rd titulo bb gde alterar c,1
escritório terceirizado distribuição demais espelho informações e-mail chamado informa problema,2
única marlize vicenze localizador cosulta josiele aelba endereço usando pdv,1
ot_abr_ret__posconec_g_fid_bl_ld tt_desc_intcel_g beneficio identificado desconto recebendo inativo oferta campanha pacote,1
marques norma iracema almeida mínimo telefones nayane número mãe nome,2
evitdas reincidências associadas geradas acerto solicitou devido linhas faturas porem,1
rui itaú cpf-cnpj medeiros azevedo ag filho cc banco débito,2
retbusca critica fechamento,1
noxx eletrica inscorins distribuicao energia companhia mbps estadual acesso oss,2
operadora dani lais paula tiago recusada ana autenticar doadora vivo,1
marileuza inserção li sub res crédito urgência autor judicial correto,2
perdido visualizado rejeitado urgência caixa gde ser tela conforme sistema,2
cadastro efetuar soares martins ogsportaloi alaide reset informação joaquim senha,2
reserva codigo solicito acesso,2
ideilde paranaiba lagoas viabilidade cidade três bairro centro casa vida,2
wljdqr ocnsta y/n branco fixo tv endereço ocorreu oi cancelada,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
pmteqn sla impactadas interoperação cerca impacta efetuando suporte ate ficando,2
php/ctm_tlmoi_pri_/ish orderid=ish ics_backlog_os_cobranca_movel_nivel_medio group=pics_controle nodeid=cobprd application=ics alerta controlm=ctm_tlmoi_pri gaap sysout,2
comprovada snd lcg acpa física tronco faixa tela anterior físico,2
febraban application name order wsn pfx_febraban_mc bp_bif_cb_fat_febraban_v bill_disp_meth arbpe_c_fat_fbb arb_faturamento,2
izkcowj retornou conclusão bundle prosseguir crm oi total fixo conta,2
tempo at tramitar posto parada click soc ba s,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
danyarts wanda voce souza senha esteja ñ resgate confira atenção,2
prvnosb instalacao fechamento erro,2
condicao invalida dp eqn fechamento critica stc terminal,2
início expediter execução ba campo abertura caso desk enviando service,2
nrc terminal/contrato encerrar cto serviço ordem desde cancelamento ddd erro,1
vieira maran thaynan detealhe msg bloqueada aparecida acessar mãe senha,2
ocupado condição estar verificação tela serviço usuário solicita conforme informa,1
tr cliente/usuario ftkdz miotto madeireira cnpj cod rs invalido mb,2
cirucito pneus nobre inclusive diretamente spo histórico resolvido gera ficou,1
armario estacao disponibilidade ec gm mg localidade informados cgs porta,1
acoes cobprd cobranca pnet backlog quantidade atual ics acima valor,1
grsvz configurado carte canal retornou bundle tv prosseguir pendente total,1
autenticação samantha portabilidade vaga realmente permanecer desconexão trabalho machado conflito,2
owgzrf atrelado tempo gera total fixo oi plano ja cancelado,1
sessões logoff processo possuí tt control logar center ativas vezes,2
sdr historico circuito acertar st retirado situação aa sisraf instalado,1
cadastra los moveis consegue visualiza indisponivel quer tente luiz apenas,2
enontra confordercreated portab senhores pcs parada fila verificar favor,1
liberar pendencia fixos instalados ´s oss obrigada manualmente arquivo liberação,2
atualizar crm parada t tarefa status s,1
emprovisionamento fabiana solicitados hs pdv adicionais campos apresentado cham consultar,2
ilbenes criaçao rei amancio reinaldo terra dificuldades errado número araujo,2
reparo verificação cancelar mensagem apresenta solicita stc informa contato anexo,2
produtos visiveis regulatória excluídos sabemos determinação acontecendo entender continuar ocorrido,2
ijuci permintindo adicional ponto total fica oi tv pendente cancelada,2
insmarint help-desk cgb acionar tecle cod enter encerrada programa ok,1
wcx status jessica f+bl+tv juliana venda clicar paula estado impossibilitando,1
styuke bundle características f+pc+bl evidenciado fixo retornou recebeu conclusão liberação,1
ndi claudio subfastve lopes almeida liberada ba gerou encerrado vencida,1
parcelamento negociadas baixadas entrada trata abertura faturas chamado aberto consta,2
fechamento crítica,2
alvino sampaio marcio dn apresentada débito inserir automático jose código,2
dbone erradamente direto caiu ag agendamento abertura posto aberto ser,1
subnum informou impedindo posto cancelamento verificar terminal favor cliente,2
sompxa interno omr processamento horas clientes afetando fibra cco-st ha,2
uni prioritário clkp mostrado priorizar noite aba andamento concluída lado,2
disponível alexia edson direcionado pap ch expert pdv hotline lojista,2
total roberto adicional ponto retenção instalar força oi b tv,1
cancelados terminais solicita sac contato anexo cliente,2
lessa tn pip barros embratel desconexão eduardo doadora portado cpf/cnpj,1
acl ultima pendente verifica possuem acn situação acordo terminais tratar,2
segunda aparece vencimento gerada via prints enviar valor comando r,2
frqvc barrando migração serviço ativo linha evidência prosseguir informa possível,1
hallack oftalmologia gb benéfico clinica corrigi identificamos acesso cta analisar,2
sfa-siebel segmentação contratos pesquisa sfa espelho solicitou abertura chamado obs,1
vericar franquia acesso sousa m tarifado meio social razão c,2
acesso desligado conclua pre visto pago peço ja clarify contrato,1
fvr santander referência impedimento brasil banco liberada j df sac,2
megas cotegipe claros montes duraes tatiane telefone rita santa disponibilidade,1
cdi cujos determinados permaneçam ids tradução carregados agradecemos ajuda seguintes,2
er pmj braz gilmar mudla cancelamento executar rodrigues siac horas,1
camile vericar sampaio habilitado regina tv pdv ribeiro completo nome,2
figueiredo salanfs julieta aparce igi alan souza detalhamento sergio consumo,2
xgvny c pediu vanessa fixo diferentes cruz cristina linha reclamado,1
php/ctm_tlmoi_pri_/ezp orderid=ezp ics_backlog_os_cobranca_movel_nivel_alto group=pics_controle nodeid=cobprd application=ics controlm=ctm_tlmoi_pri gaap sysout http,1
maxwel dallaio liberou cadastrado ddd/telefone victor nf portal bonus informe,1
modestina a_medeiros cerqueira etapa início volta usuário moreira alexandre nome,1
correções devidas limbo tramitação gde verificar favor,2
orderid=fuc prc_step=stcd rtcd site=rj pgm_step=step jobid rc odate job cancelamento,2
vkeejs fixo retornou liberação bundle prosseguir solicito cancelada total ativação,2
sfa processamento sim_ebilling_incompletosh_sfa fixa/velox procsim oidigital atendimento entrega portal indicador,1
tipo assinante informar governo deve federal finalizar informação permite sistema,1
favoe assumiu pendencia evidência pendente oms soc sac verificar anexo,2
idtnkw migraçao caracteristicas realizarmos total supervisor informe oi verificamos benefício,1
jumpers modem slz retirem digital retirar dedicado circuito recebido executado,1
geco sc-g circuito desmigrado desvinculação modelo desmigrar tempo fns presa,2
